----------------------------------------------------------
-- This is the Insert Script for the Parking_Type Table --
----------------------------------------------------------
insert into PARKING_TYPE (PARKING_TYPE_ID, TYPE) values ('PT001', 'No Parking');
insert into PARKING_TYPE (PARKING_TYPE_ID, TYPE) values ('PT002', 'Street Parking');
insert into PARKING_TYPE (PARKING_TYPE_ID, TYPE) values ('PT003', 'Garage Parking');
insert into PARKING_TYPE (PARKING_TYPE_ID, TYPE) values ('PT004', 'Parking Lot');
insert into PARKING_TYPE (PARKING_TYPE_ID, TYPE) values ('PT005', 'Parking Ramp');
insert into PARKING_TYPE (PARKING_TYPE_ID, TYPE) values ('PT006', 'Metered Parking');
insert into PARKING_TYPE (PARKING_TYPE_ID, TYPE) values ('PT007', 'Valet Parking');
insert into PARKING_TYPE (PARKING_TYPE_ID, TYPE) values ('PT008', 'Fringe Parking');

-----------------------------------------------------------
-- This is the Insert Script for the Private_Owner Table --
-----------------------------------------------------------
insert into PRIVATE_OWNER (OWNER_NO, FNAME, LNAME, STREET, CITY, STATE, POST_CODE, TELNO) values ('1', 'Alanah', 'Hamlington', '2 Loeprich Road', 'Savannah', 'GA', '31405', '9123375945');
insert into PROPERTY (PROPERTY_NO, STREET, CITY, POST_CODE, PROP_TYPE, ROOMS, ASKING_PRICE, RENTAL_PRICE, STAFFNO, OWNER_NO, COMMERCIAL_TYPE, PARKING_TYPE_ID, PROP_YEAR, PROP_SIZE, BATHROOM_COUNT, PETS_ALLOWED, UTILITIES_INCLUDED, NUM_FLOORS, YARD, BRANCHNO) values (39, '3 Bluestem Junction', 'Bitam', 38181, 'House', 0, 1954513, 4049, 59, 29, 'Store', 'PT003', 1942, 3216, 0, 'Y', 'N', 4, 7, 3);
insert into PROPERTY (PROPERTY_NO, STREET, CITY, POST_CODE, PROP_TYPE, ROOMS, ASKING_PRICE, RENTAL_PRICE, STAFFNO, OWNER_NO, COMMERCIAL_TYPE, PARKING_TYPE_ID, PROP_YEAR, PROP_SIZE, BATHROOM_COUNT, PETS_ALLOWED, UTILITIES_INCLUDED, NUM_FLOORS, YARD, BRANCHNO) values (40, '696 Oriole Center', 'Rušanj', 87734, 'Condo', 4, 1300653, 3251, 45, 173, 'Home', 'PT008', 1940, 2492, 0, 'Y', 'Y', 3, 17, 5);
insert into PROPERTY (PROPERTY_NO, STREET, CITY, POST_CODE, PROP_TYPE, ROOMS, ASKING_PRICE, RENTAL_PRICE, STAFFNO, OWNER_NO, COMMERCIAL_TYPE, PARKING_TYPE_ID, PROP_YEAR, PROP_SIZE, BATHROOM_COUNT, PETS_ALLOWED, UTILITIES_INCLUDED, NUM_FLOORS, YARD, BRANCHNO) values (41, '8 Lillian Way', 'Santa Rosa', 17579, 'Condo', 2, 2037743, 1738, 13, 43, 'Office', 'PT001', 1936, 4729, 4, 'Y', 'N', 5, 147, 11);
insert into PROPERTY (PROPERTY_NO, STREET, CITY, POST_CODE, PROP_TYPE, ROOMS, ASKING_PRICE, RENTAL_PRICE, STAFFNO, OWNER_NO, COMMERCIAL_TYPE, PARKING_TYPE_ID, PROP_YEAR, PROP_SIZE, BATHROOM_COUNT, PETS_ALLOWED, UTILITIES_INCLUDED, NUM_FLOORS, YARD, BRANCHNO) values (42, '16443 Huxley Lane', 'Zhongchuan', 42248, 'Condo', 2, 1539080, 364, 43, 206, 'Home', 'PT006', 1997, 6824, 3, 'N', 'N', 4, 262, 3);
insert into PROPERTY (PROPERTY_NO, STREET, CITY, POST_CODE, PROP_TYPE, ROOMS, ASKING_PRICE, RENTAL_PRICE, STAFFNO, OWNER_NO, COMMERCIAL_TYPE, PARKING_TYPE_ID, PROP_YEAR, PROP_SIZE, BATHROOM_COUNT, PETS_ALLOWED, UTILITIES_INCLUDED, NUM_FLOORS, YARD, BRANCHNO) values (43, '145 School Plaza', 'Boro', 63456, 'Condo', 1, 325530, 3681, 55, 90, 'Home', 'PT008', 1994, 2892, 2, 'N', 'Y', 3, 121, 1);
insert into PROPERTY (PROPERTY_NO, STREET, CITY, POST_CODE, PROP_TYPE, ROOMS, ASKING_PRICE, RENTAL_PRICE, STAFFNO, OWNER_NO, COMMERCIAL_TYPE, PARKING_TYPE_ID, PROP_YEAR, PROP_SIZE, BATHROOM_COUNT, PETS_ALLOWED, UTILITIES_INCLUDED, NUM_FLOORS, YARD, BRANCHNO) values (44, '32420 Morningstar Terrace', 'Busilak', 40389, 'Store', 3, 973749, 2871, 54, 55, 'Home', 'PT007', 1948, 3393, 5, 'N', 'N', 4, 238, 5);
insert into PROPERTY (PROPERTY_NO, STREET, CITY, POST_CODE, PROP_TYPE, ROOMS, ASKING_PRICE, RENTAL_PRICE, STAFFNO, OWNER_NO, COMMERCIAL_TYPE, PARKING_TYPE_ID, PROP_YEAR, PROP_SIZE, BATHROOM_COUNT, PETS_ALLOWED, UTILITIES_INCLUDED, NUM_FLOORS, YARD, BRANCHNO) values (46, '520 Annamark Crossing', 'Debica', 51289, 'Apt', 2, 1998772, 3870, 26, 200, 'Home', 'PT006', 2006, 723, 2, 'Y', 'N', 4, 265, 10);
insert into PROPERTY (PROPERTY_NO, STREET, CITY, POST_CODE, PROP_TYPE, ROOMS, ASKING_PRICE, RENTAL_PRICE, STAFFNO, OWNER_NO, COMMERCIAL_TYPE, PARKING_TYPE_ID, PROP_YEAR, PROP_SIZE, BATHROOM_COUNT, PETS_ALLOWED, UTILITIES_INCLUDED, NUM_FLOORS, YARD, BRANCHNO) values (47, '01147 Nancy Junction', 'Rešetari', 43577, 'Apt', 2, 932485, 1648, 21, 220, 'Home', 'PT003', 1930, 7997, 3, 'Y', 'Y', 1, 108, 6);
insert into PROPERTY (PROPERTY_NO, STREET, CITY, POST_CODE, PROP_TYPE, ROOMS, ASKING_PRICE, RENTAL_PRICE, STAFFNO, OWNER_NO, COMMERCIAL_TYPE, PARKING_TYPE_ID, PROP_YEAR, PROP_SIZE, BATHROOM_COUNT, PETS_ALLOWED, UTILITIES_INCLUDED, NUM_FLOORS, YARD, BRANCHNO) values (49, '67734 Corben Alley', 'München', 15772, 'House', 5, 1285323, 772, 8, 32, 'Office', 'PT007', 1995, 5277, 1, 'N', 'N', 2, 280, 8);
insert into PROPERTY (PROPERTY_NO, STREET, CITY, POST_CODE, PROP_TYPE, ROOMS, ASKING_PRICE, RENTAL_PRICE, STAFFNO, OWNER_NO, COMMERCIAL_TYPE, PARKING_TYPE_ID, PROP_YEAR, PROP_SIZE, BATHROOM_COUNT, PETS_ALLOWED, UTILITIES_INCLUDED, NUM_FLOORS, YARD, BRANCHNO) values (50, '10 Longview Hill', 'Yuyang', 26135, 'House', 2, 1012158, 979, 32, 253, 'Store', 'PT004', 1928, 1016, 4, 'N', 'Y', 5, 210, 4);
insert into PROPERTY (PROPERTY_NO, STREET, CITY, POST_CODE, PROP_TYPE, ROOMS, ASKING_PRICE, RENTAL_PRICE, STAFFNO, OWNER_NO, COMMERCIAL_TYPE, PARKING_TYPE_ID, PROP_YEAR, PROP_SIZE, BATHROOM_COUNT, PETS_ALLOWED, UTILITIES_INCLUDED, NUM_FLOORS, YARD, BRANCHNO) values (51, '908 Ramsey Terrace', 'Ashbourne', 56618, 'House', 4, 2117913, 4105, 62, 71, 'Home', 'PT002', 1968, 4210, 4, 'N', 'Y', 4, 137, 1);
insert into PROPERTY (PROPERTY_NO, STREET, CITY, POST_CODE, PROP_TYPE, ROOMS, ASKING_PRICE, RENTAL_PRICE, STAFFNO, OWNER_NO, COMMERCIAL_TYPE, PARKING_TYPE_ID, PROP_YEAR, PROP_SIZE, BATHROOM_COUNT, PETS_ALLOWED, UTILITIES_INCLUDED, NUM_FLOORS, YARD, BRANCHNO) values (52, '133 Hallows Junction', 'Oklahoma City', 70423, 'Apt', 4, 434738, 1459, 44, 131, 'Home', 'PT006', 1983, 4269, 1, 'Y', 'Y', 2, 170, 5);
insert into PROPERTY (PROPERTY_NO, STREET, CITY, POST_CODE, PROP_TYPE, ROOMS, ASKING_PRICE, RENTAL_PRICE, STAFFNO, OWNER_NO, COMMERCIAL_TYPE, PARKING_TYPE_ID, PROP_YEAR, PROP_SIZE, BATHROOM_COUNT, PETS_ALLOWED, UTILITIES_INCLUDED, NUM_FLOORS, YARD, BRANCHNO) values (54, '37 Elka Center', 'Concordia', 40616, 'Condo', 5, 1887633, 4377, 4, 126, 'Store', 'PT001', 1921, 2950, 2, 'Y', 'Y', 2, 82, 12);
insert into PROPERTY (PROPERTY_NO, STREET, CITY, POST_CODE, PROP_TYPE, ROOMS, ASKING_PRICE, RENTAL_PRICE, STAFFNO, OWNER_NO, COMMERCIAL_TYPE, PARKING_TYPE_ID, PROP_YEAR, PROP_SIZE, BATHROOM_COUNT, PETS_ALLOWED, UTILITIES_INCLUDED, NUM_FLOORS, YARD, BRANCHNO) values (55, '8 Nancy Park', 'Chengzhong', 17021, 'Store', 1, 1867561, 2362, 22, 186, 'Office', 'PT001', 1965, 653, 5, 'Y', 'N', 2, 280, 13);
insert into PROPERTY (PROPERTY_NO, STREET, CITY, POST_CODE, PROP_TYPE, ROOMS, ASKING_PRICE, RENTAL_PRICE, STAFFNO, OWNER_NO, COMMERCIAL_TYPE, PARKING_TYPE_ID, PROP_YEAR, PROP_SIZE, BATHROOM_COUNT, PETS_ALLOWED, UTILITIES_INCLUDED, NUM_FLOORS, YARD, BRANCHNO) values (57, '5353 Stang Place', 'Cabreúva', 14472, 'Apt', 3, 1042259, 3200, 16, 16, 'Home', 'PT007', 1980, 4389, 2, 'N', 'Y', 1, 317, 10);
insert into PROPERTY (PROPERTY_NO, STREET, CITY, POST_CODE, PROP_TYPE, ROOMS, ASKING_PRICE, RENTAL_PRICE, STAFFNO, OWNER_NO, COMMERCIAL_TYPE, PARKING_TYPE_ID, PROP_YEAR, PROP_SIZE, BATHROOM_COUNT, PETS_ALLOWED, UTILITIES_INCLUDED, NUM_FLOORS, YARD, BRANCHNO) values (58, '0 Magdeline Crossing', 'Gennevilliers', 85333, 'House', 5, 1221962, 3346, 26, 172, 'Office', 'PT007', 1918, 501, 1, 'Y', 'N', 5, 343, 5);
insert into PROPERTY (PROPERTY_NO, STREET, CITY, POST_CODE, PROP_TYPE, ROOMS, ASKING_PRICE, RENTAL_PRICE, STAFFNO, OWNER_NO, COMMERCIAL_TYPE, PARKING_TYPE_ID, PROP_YEAR, PROP_SIZE, BATHROOM_COUNT, PETS_ALLOWED, UTILITIES_INCLUDED, NUM_FLOORS, YARD, BRANCHNO) values (59, '00 Saint Paul Point', 'Hekou', 21732, 'Store', 3, 1999459, 2360, 74, 37, 'Home', 'PT002', 1927, 3638, 1, 'N', 'N', 3, 44, 3);
insert into PROPERTY (PROPERTY_NO, STREET, CITY, POST_CODE, PROP_TYPE, ROOMS, ASKING_PRICE, RENTAL_PRICE, STAFFNO, OWNER_NO, COMMERCIAL_TYPE, PARKING_TYPE_ID, PROP_YEAR, PROP_SIZE, BATHROOM_COUNT, PETS_ALLOWED, UTILITIES_INCLUDED, NUM_FLOORS, YARD, BRANCHNO) values (60, '96 Spohn Way', 'Huangbao', 71997, 'Apt', 3, 1065352, 1420, 54, 250, 'Store', 'PT008', 2000, 2224, 2, 'N', 'N', 2, 194, 11);
insert into PROPERTY (PROPERTY_NO, STREET, CITY, POST_CODE, PROP_TYPE, ROOMS, ASKING_PRICE, RENTAL_PRICE, STAFFNO, OWNER_NO, COMMERCIAL_TYPE, PARKING_TYPE_ID, PROP_YEAR, PROP_SIZE, BATHROOM_COUNT, PETS_ALLOWED, UTILITIES_INCLUDED, NUM_FLOORS, YARD, BRANCHNO) values (61, '7195 Blaine Drive', 'Gapuk', 66342, 'House', 5, 314646, 1869, 51, 163, 'Home', 'PT004', 1965, 7639, 1, 'N', 'Y', 2, 229, 12);
insert into PROPERTY (PROPERTY_NO, STREET, CITY, POST_CODE, PROP_TYPE, ROOMS, ASKING_PRICE, RENTAL_PRICE, STAFFNO, OWNER_NO, COMMERCIAL_TYPE, PARKING_TYPE_ID, PROP_YEAR, PROP_SIZE, BATHROOM_COUNT, PETS_ALLOWED, UTILITIES_INCLUDED, NUM_FLOORS, YARD, BRANCHNO) values (62, '65045 Anniversary Center', 'Kakata', 37189, 'Condo', 0, 772333, 1168, 65, 164, 'Home', 'PT002', 1998, 2548, 3, 'N', 'N', 5, 290, 7);
insert into PROPERTY (PROPERTY_NO, STREET, CITY, POST_CODE, PROP_TYPE, ROOMS, ASKING_PRICE, RENTAL_PRICE, STAFFNO, OWNER_NO, COMMERCIAL_TYPE, PARKING_TYPE_ID, PROP_YEAR, PROP_SIZE, BATHROOM_COUNT, PETS_ALLOWED, UTILITIES_INCLUDED, NUM_FLOORS, YARD, BRANCHNO) values (63, '54 Roxbury Circle', 'Soi Dao', 87995, 'House', 0, 221214, 4351, 59, 250, 'Home', 'PT003', 1934, 3043, 4, 'N', 'N', 3, 77, 11);
insert into PROPERTY (PROPERTY_NO, STREET, CITY, POST_CODE, PROP_TYPE, ROOMS, ASKING_PRICE, RENTAL_PRICE, STAFFNO, OWNER_NO, COMMERCIAL_TYPE, PARKING_TYPE_ID, PROP_YEAR, PROP_SIZE, BATHROOM_COUNT, PETS_ALLOWED, UTILITIES_INCLUDED, NUM_FLOORS, YARD, BRANCHNO) values (65, '48 Eagan Point', 'Cigadog Hilir', 21274, 'Condo', 0, 521601, 2622, 25, 107, 'Store', 'PT001', 2007, 1347, 4, 'N', 'N', 3, 303, 1);
insert into PROPERTY (PROPERTY_NO, STREET, CITY, POST_CODE, PROP_TYPE, ROOMS, ASKING_PRICE, RENTAL_PRICE, STAFFNO, OWNER_NO, COMMERCIAL_TYPE, PARKING_TYPE_ID, PROP_YEAR, PROP_SIZE, BATHROOM_COUNT, PETS_ALLOWED, UTILITIES_INCLUDED, NUM_FLOORS, YARD, BRANCHNO) values (66, '41964 Golf Crossing', 'Shuijiang', 57018, 'Apt', 2, 1914880, 1354, 75, 34, 'Home', 'PT003', 1980, 1118, 4, 'Y', 'N', 4, 93, 4);
insert into PROPERTY (PROPERTY_NO, STREET, CITY, POST_CODE, PROP_TYPE, ROOMS, ASKING_PRICE, RENTAL_PRICE, STAFFNO, OWNER_NO, COMMERCIAL_TYPE, PARKING_TYPE_ID, PROP_YEAR, PROP_SIZE, BATHROOM_COUNT, PETS_ALLOWED, UTILITIES_INCLUDED, NUM_FLOORS, YARD, BRANCHNO) values (68, '71435 Kedzie Point', 'Budapest', 59496, 'House', 1, 2444241, 1670, 53, 223, 'Home', 'PT004', 1935, 3117, 1, 'Y', 'Y', 3, 317, 12);
insert into PROPERTY (PROPERTY_NO, STREET, CITY, POST_CODE, PROP_TYPE, ROOMS, ASKING_PRICE, RENTAL_PRICE, STAFFNO, OWNER_NO, COMMERCIAL_TYPE, PARKING_TYPE_ID, PROP_YEAR, PROP_SIZE, BATHROOM_COUNT, PETS_ALLOWED, UTILITIES_INCLUDED, NUM_FLOORS, YARD, BRANCHNO) values (69, '02 Grayhawk Point', 'Alquízar', 48710, 'Store', 3, 2464583, 1565, 52, 77, 'Home', 'PT006', 1977, 567, 3, 'Y', 'N', 1, 81, 7);
insert into PROPERTY (PROPERTY_NO, STREET, CITY, POST_CODE, PROP_TYPE, ROOMS, ASKING_PRICE, RENTAL_PRICE, STAFFNO, OWNER_NO, COMMERCIAL_TYPE, PARKING_TYPE_ID, PROP_YEAR, PROP_SIZE, BATHROOM_COUNT, PETS_ALLOWED, UTILITIES_INCLUDED, NUM_FLOORS, YARD, BRANCHNO) values (70, '663 Farmco Pass', 'Sankera', 70722, 'Apt', 1, 1950061, 4782, 62, 244, 'Office', 'PT001', 1998, 2040, 0, 'Y', 'N', 5, 58, 7);
insert into PROPERTY (PROPERTY_NO, STREET, CITY, POST_CODE, PROP_TYPE, ROOMS, ASKING_PRICE, RENTAL_PRICE, STAFFNO, OWNER_NO, COMMERCIAL_TYPE, PARKING_TYPE_ID, PROP_YEAR, PROP_SIZE, BATHROOM_COUNT, PETS_ALLOWED, UTILITIES_INCLUDED, NUM_FLOORS, YARD, BRANCHNO) values (71, '54 Namekagon Plaza', 'Kawasaki', 63461, 'Condo', 3, 1616845, 1496, 30, 57, 'Home', 'PT008', 1998, 7366, 2, 'Y', 'N', 1, 90, 12);
insert into PROPERTY (PROPERTY_NO, STREET, CITY, POST_CODE, PROP_TYPE, ROOMS, ASKING_PRICE, RENTAL_PRICE, STAFFNO, OWNER_NO, COMMERCIAL_TYPE, PARKING_TYPE_ID, PROP_YEAR, PROP_SIZE, BATHROOM_COUNT, PETS_ALLOWED, UTILITIES_INCLUDED, NUM_FLOORS, YARD, BRANCHNO) values (72, '36 Kedzie Center', 'Hongqiao', 87755, 'House', 4, 2493081, 2495, 55, 127, 'Home', 'PT003', 1922, 3831, 4, 'Y', 'Y', 5, 336, 6);
insert into PROPERTY (PROPERTY_NO, STREET, CITY, POST_CODE, PROP_TYPE, ROOMS, ASKING_PRICE, RENTAL_PRICE, STAFFNO, OWNER_NO, COMMERCIAL_TYPE, PARKING_TYPE_ID, PROP_YEAR, PROP_SIZE, BATHROOM_COUNT, PETS_ALLOWED, UTILITIES_INCLUDED, NUM_FLOORS, YARD, BRANCHNO) values (73, '80 Talisman Drive', 'Khamyab', 31376, 'Apt', 2, 223784, 4830, 6, 123, 'Office', 'PT003', 1992, 1424, 5, 'Y', 'Y', 1, 196, 1);
insert into PROPERTY (PROPERTY_NO, STREET, CITY, POST_CODE, PROP_TYPE, ROOMS, ASKING_PRICE, RENTAL_PRICE, STAFFNO, OWNER_NO, COMMERCIAL_TYPE, PARKING_TYPE_ID, PROP_YEAR, PROP_SIZE, BATHROOM_COUNT, PETS_ALLOWED, UTILITIES_INCLUDED, NUM_FLOORS, YARD, BRANCHNO) values (74, '2 Farwell Crossing', 'Rotterdam', 59733, 'Condo', 2, 217004, 3839, 21, 253, 'Store', 'PT006', 1963, 2530, 1, 'N', 'Y', 2, 208, 6);
insert into PROPERTY (PROPERTY_NO, STREET, CITY, POST_CODE, PROP_TYPE, ROOMS, ASKING_PRICE, RENTAL_PRICE, STAFFNO, OWNER_NO, COMMERCIAL_TYPE, PARKING_TYPE_ID, PROP_YEAR, PROP_SIZE, BATHROOM_COUNT, PETS_ALLOWED, UTILITIES_INCLUDED, NUM_FLOORS, YARD, BRANCHNO) values (75, '3373 Kennedy Crossing', 'Blumenau', 64811, 'Apt', 2, 1829428, 773, 15, 27, 'Home', 'PT003', 1940, 2460, 3, 'N', 'N', 3, 17, 1);
insert into PROPERTY (PROPERTY_NO, STREET, CITY, POST_CODE, PROP_TYPE, ROOMS, ASKING_PRICE, RENTAL_PRICE, STAFFNO, OWNER_NO, COMMERCIAL_TYPE, PARKING_TYPE_ID, PROP_YEAR, PROP_SIZE, BATHROOM_COUNT, PETS_ALLOWED, UTILITIES_INCLUDED, NUM_FLOORS, YARD, BRANCHNO) values (78, '0 Atwood Avenue', 'Kajisara', 37273, 'Apt', 0, 2256497, 4465, 66, 40, 'Office', 'PT003', 2001, 642, 4, 'Y', 'Y', 5, 342, 10);
insert into PROPERTY (PROPERTY_NO, STREET, CITY, POST_CODE, PROP_TYPE, ROOMS, ASKING_PRICE, RENTAL_PRICE, STAFFNO, OWNER_NO, COMMERCIAL_TYPE, PARKING_TYPE_ID, PROP_YEAR, PROP_SIZE, BATHROOM_COUNT, PETS_ALLOWED, UTILITIES_INCLUDED, NUM_FLOORS, YARD, BRANCHNO) values (79, '1 Tennessee Crossing', 'Jatisari', 45305, 'Condo', 3, 1983507, 4134, 71, 36, 'Home', 'PT001', 1931, 335, 5, 'Y', 'Y', 5, 29, 8);
insert into PROPERTY (PROPERTY_NO, STREET, CITY, POST_CODE, PROP_TYPE, ROOMS, ASKING_PRICE, RENTAL_PRICE, STAFFNO, OWNER_NO, COMMERCIAL_TYPE, PARKING_TYPE_ID, PROP_YEAR, PROP_SIZE, BATHROOM_COUNT, PETS_ALLOWED, UTILITIES_INCLUDED, NUM_FLOORS, YARD, BRANCHNO) values (81, '52103 Logan Parkway', 'Emiliano Zapata', 47899, 'Store', 3, 1564752, 3676, 4, 158, 'Home', 'PT008', 1953, 603, 5, 'N', 'N', 1, 7, 6);
insert into PROPERTY (PROPERTY_NO, STREET, CITY, POST_CODE, PROP_TYPE, ROOMS, ASKING_PRICE, RENTAL_PRICE, STAFFNO, OWNER_NO, COMMERCIAL_TYPE, PARKING_TYPE_ID, PROP_YEAR, PROP_SIZE, BATHROOM_COUNT, PETS_ALLOWED, UTILITIES_INCLUDED, NUM_FLOORS, YARD, BRANCHNO) values (82, '4 Golf View Circle', 'Wushi', 49380, 'Condo', 5, 1193223, 1365, 2, 35, 'Home', 'PT007', 1917, 7514, 5, 'N', 'N', 3, 14, 7);
insert into PROPERTY (PROPERTY_NO, STREET, CITY, POST_CODE, PROP_TYPE, ROOMS, ASKING_PRICE, RENTAL_PRICE, STAFFNO, OWNER_NO, COMMERCIAL_TYPE, PARKING_TYPE_ID, PROP_YEAR, PROP_SIZE, BATHROOM_COUNT, PETS_ALLOWED, UTILITIES_INCLUDED, NUM_FLOORS, YARD, BRANCHNO) values (83, '85823 Delladonna Circle', 'Yaogu', 40187, 'Condo', 3, 2474052, 3896, 59, 117, 'Home', 'PT006', 1931, 1076, 3, 'Y', 'N', 5, 202, 3);
insert into PROPERTY (PROPERTY_NO, STREET, CITY, POST_CODE, PROP_TYPE, ROOMS, ASKING_PRICE, RENTAL_PRICE, STAFFNO, OWNER_NO, COMMERCIAL_TYPE, PARKING_TYPE_ID, PROP_YEAR, PROP_SIZE, BATHROOM_COUNT, PETS_ALLOWED, UTILITIES_INCLUDED, NUM_FLOORS, YARD, BRANCHNO) values (84, '02 Maryland Pass', 'Blama', 59817, 'Apt', 2, 1198816, 406, 17, 217, 'Store', 'PT006', 1945, 1950, 4, 'N', 'Y', 2, 210, 4);
insert into PROPERTY (PROPERTY_NO, STREET, CITY, POST_CODE, PROP_TYPE, ROOMS, ASKING_PRICE, RENTAL_PRICE, STAFFNO, OWNER_NO, COMMERCIAL_TYPE, PARKING_TYPE_ID, PROP_YEAR, PROP_SIZE, BATHROOM_COUNT, PETS_ALLOWED, UTILITIES_INCLUDED, NUM_FLOORS, YARD, BRANCHNO) values (86, '47 John Wall Plaza', 'Le Tampon', 46688, 'Store', 5, 96106, 2412, 37, 151, 'Home', 'PT003', 1990, 6693, 0, 'Y', 'Y', 2, 4, 6);
insert into PROPERTY (PROPERTY_NO, STREET, CITY, POST_CODE, PROP_TYPE, ROOMS, ASKING_PRICE, RENTAL_PRICE, STAFFNO, OWNER_NO, COMMERCIAL_TYPE, PARKING_TYPE_ID, PROP_YEAR, PROP_SIZE, BATHROOM_COUNT, PETS_ALLOWED, UTILITIES_INCLUDED, NUM_FLOORS, YARD, BRANCHNO) values (88, '39497 Main Court', 'Baizhu', 66290, 'Apt', 3, 2233821, 3044, 43, 246, 'Store', 'PT007', 1956, 3561, 3, 'N', 'N', 2, 291, 11);
insert into PROPERTY (PROPERTY_NO, STREET, CITY, POST_CODE, PROP_TYPE, ROOMS, ASKING_PRICE, RENTAL_PRICE, STAFFNO, OWNER_NO, COMMERCIAL_TYPE, PARKING_TYPE_ID, PROP_YEAR, PROP_SIZE, BATHROOM_COUNT, PETS_ALLOWED, UTILITIES_INCLUDED, NUM_FLOORS, YARD, BRANCHNO) values (89, '71146 Division Trail', 'Zhongling', 13466, 'Condo', 5, 1162830, 3973, 47, 164, 'Home', 'PT004', 1964, 6733, 3, 'Y', 'Y', 3, 184, 10);
insert into PROPERTY (PROPERTY_NO, STREET, CITY, POST_CODE, PROP_TYPE, ROOMS, ASKING_PRICE, RENTAL_PRICE, STAFFNO, OWNER_NO, COMMERCIAL_TYPE, PARKING_TYPE_ID, PROP_YEAR, PROP_SIZE, BATHROOM_COUNT, PETS_ALLOWED, UTILITIES_INCLUDED, NUM_FLOORS, YARD, BRANCHNO) values (91, '8 Ludington Parkway', 'Moutnice', 36975, 'Store', 0, 1285886, 746, 70, 72, 'Office', 'PT001', 1997, 4545, 5, 'N', 'Y', 3, 185, 2);
insert into PROPERTY (PROPERTY_NO, STREET, CITY, POST_CODE, PROP_TYPE, ROOMS, ASKING_PRICE, RENTAL_PRICE, STAFFNO, OWNER_NO, COMMERCIAL_TYPE, PARKING_TYPE_ID, PROP_YEAR, PROP_SIZE, BATHROOM_COUNT, PETS_ALLOWED, UTILITIES_INCLUDED, NUM_FLOORS, YARD, BRANCHNO) values (92, '00 Lake View Circle', 'Bama', 71025, 'Apt', 2, 1653746, 4763, 43, 163, 'Office', 'PT006', 2001, 5747, 4, 'Y', 'Y', 4, 44, 10);
insert into PROPERTY (PROPERTY_NO, STREET, CITY, POST_CODE, PROP_TYPE, ROOMS, ASKING_PRICE, RENTAL_PRICE, STAFFNO, OWNER_NO, COMMERCIAL_TYPE, PARKING_TYPE_ID, PROP_YEAR, PROP_SIZE, BATHROOM_COUNT, PETS_ALLOWED, UTILITIES_INCLUDED, NUM_FLOORS, YARD, BRANCHNO) values (93, '6203 Eastlawn Way', 'Shanxiahu', 61003, 'Apt', 5, 2280783, 2712, 47, 19, 'Home', 'PT007', 1936, 925, 2, 'N', 'Y', 1, 143, 8);
insert into PROPERTY (PROPERTY_NO, STREET, CITY, POST_CODE, PROP_TYPE, ROOMS, ASKING_PRICE, RENTAL_PRICE, STAFFNO, OWNER_NO, COMMERCIAL_TYPE, PARKING_TYPE_ID, PROP_YEAR, PROP_SIZE, BATHROOM_COUNT, PETS_ALLOWED, UTILITIES_INCLUDED, NUM_FLOORS, YARD, BRANCHNO) values (95, '76785 School Street', 'Kenscoff', 26034, 'Store', 0, 2380213, 4011, 21, 49, 'Office', 'PT005', 1901, 3434, 5, 'Y', 'Y', 3, 245, 8);
insert into PROPERTY (PROPERTY_NO, STREET, CITY, POST_CODE, PROP_TYPE, ROOMS, ASKING_PRICE, RENTAL_PRICE, STAFFNO, OWNER_NO, COMMERCIAL_TYPE, PARKING_TYPE_ID, PROP_YEAR, PROP_SIZE, BATHROOM_COUNT, PETS_ALLOWED, UTILITIES_INCLUDED, NUM_FLOORS, YARD, BRANCHNO) values (96, '02 Garrison Junction', 'Ibitinga', 83160, 'Store', 1, 262909, 2551, 33, 52, 'Office', 'PT004', 1922, 4343, 5, 'N', 'Y', 5, 157, 2);
insert into PROPERTY (PROPERTY_NO, STREET, CITY, POST_CODE, PROP_TYPE, ROOMS, ASKING_PRICE, RENTAL_PRICE, STAFFNO, OWNER_NO, COMMERCIAL_TYPE, PARKING_TYPE_ID, PROP_YEAR, PROP_SIZE, BATHROOM_COUNT, PETS_ALLOWED, UTILITIES_INCLUDED, NUM_FLOORS, YARD, BRANCHNO) values (97, '8 Fair Oaks Street', 'Huancapallac', 30650, 'House', 4, 844061, 581, 3, 181, 'Store', 'PT008', 1997, 1381, 1, 'Y', 'N', 2, 132, 15);
insert into PROPERTY (PROPERTY_NO, STREET, CITY, POST_CODE, PROP_TYPE, ROOMS, ASKING_PRICE, RENTAL_PRICE, STAFFNO, OWNER_NO, COMMERCIAL_TYPE, PARKING_TYPE_ID, PROP_YEAR, PROP_SIZE, BATHROOM_COUNT, PETS_ALLOWED, UTILITIES_INCLUDED, NUM_FLOORS, YARD, BRANCHNO) values (98, '5836 Little Fleur Center', 'Blackfalds', 55932, 'Store', 2, 2129944, 2457, 14, 255, 'Office', 'PT004', 1903, 2134, 2, 'Y', 'N', 4, 234, 4);
